DateTime,CustomerID,AgeGroup,Gender,Country,ProductCategory,CampaignID,AdPlatform,Impressions,Clicks,Conversions,ConversionValue
24-11-2023 01:00,9269,25-34,Other,UK,Laptops,150,Google,8,1,0,0
27-03-2023 07:00,2308,25-34,Female,USA,Laptops,160,Facebook,2,1,0,0
25-04-2023 11:00,9839,35-44,Male,Germany,Laptops,144,Instagram,2,0,0,0
8/1/2023 21:00,9744,35-44,Other,USA,Wearables,102,Google,3,0,0,0
24-04-2023 22:00,9473,35-44,Male,USA,Smartphones,135,Instagram,8,0,0,0
6/5/2023 5:00,5861,35-44,Other,UK,Laptops,194,Facebook,8,1,0,0
14-07-2023 02:00,3776,45-54,Male,Germany,Smartphones,178,Google,5,1,0,0
21-03-2023 03:00,2596,25-34,Other,Australia,Wearables,163,Facebook,2,1,0,0
19-11-2023 06:00,1479,18-24,Male,UK,Smartphones,127,Instagram,4,0,0,0
22-02-2023 19:00,4312,25-34,Male,UK,Accessories,194,Facebook,4,0,0,0
5/3/2023 16:00,7156,18-24,Other,France,Laptops,144,Facebook,7,0,0,0
29-05-2023 04:00,8919,25-34,Other,Australia,Accessories,183,Instagram,4,0,0,0
12/6/2023 2:00,7744,55+,Female,UK,Wearables,120,Google,6,1,1,140
13-08-2023 17:00,4898,45-54,Female,France,Laptops,126,Google,2,0,0,0
18-12-2023 09:00,3072,25-34,Other,USA,Smartphones,182,Google,2,1,0,0
10/11/2023 1:00,6624,35-44,Other,Australia,Accessories,199,Google,5,1,0,0
19-04-2023 20:00,1938,35-44,Male,Australia,Home Entertainment,175,Instagram,1,1,0,0
21-10-2023 09:00,9176,25-34,Male,USA,Accessories,134,Facebook,2,1,0,0
17-09-2023 19:00,1761,45-54,Female,Canada,Wearables,147,Google,3,0,0,0
17-08-2023 14:00,8254,25-34,Female,Australia,Accessories,196,Facebook,9,0,0,0
23-10-2023 19:00,2669,35-44,Female,Canada,Laptops,199,Instagram,9,1,0,0
2/2/2023 7:00,8128,18-24,Male,USA,Accessories,122,Google,7,1,1,90
9/12/2023 18:00,4862,18-24,Male,Germany,Smartphones,163,Google,5,1,0,0
12/5/2023 8:00,3685,55+,Male,Canada,Laptops,112,Google,2,0,0,0
8/3/2023 1:00,7634,25-34,Female,UK,Accessories,129,Facebook,2,0,0,0
14-06-2023 07:00,2931,35-44,Other,Australia,Home Entertainment,173,Google,8,0,0,0
11/11/2023 19:00,8308,45-54,Female,Canada,Home Entertainment,119,Instagram,3,1,0,0
9/5/2023 1:00,4939,55+,Male,Australia,Smartphones,105,Google,7,1,1,229
12/2/2023 13:00,2126,18-24,Female,USA,Accessories,194,Google,6,0,0,0
10/6/2023 3:00,7021,35-44,Female,Germany,Wearables,118,Twitter,6,1,0,0
29-11-2023 21:00,7437,35-44,Female,USA,Laptops,166,Google,3,1,0,0
14-10-2023 09:00,8039,35-44,Female,Germany,Smartphones,173,Facebook,6,0,0,0
25-08-2023 11:00,6373,18-24,Male,Australia,Smartphones,109,Google,4,0,0,0
7/1/2023 17:00,2203,35-44,Female,Canada,Laptops,155,Facebook,1,0,0,0
29-06-2023 01:00,5135,25-34,Male,UK,Accessories,120,Google,8,1,0,0
11/2/2023 11:00,9711,18-24,Female,UK,Smartphones,155,Instagram,9,1,0,0
14-11-2023 21:00,8904,35-44,Male,USA,Laptops,156,Instagram,3,0,0,0
12/2/2023 8:00,3283,18-24,Other,Australia,Smartphones,101,Facebook,1,1,0,0
24-11-2023 21:00,5558,25-34,Male,Germany,Laptops,138,Instagram,1,0,0,0
26-09-2023 07:00,6347,25-34,Male,Canada,Laptops,160,Google,1,0,0,0
25-11-2023 20:00,8867,45-54,Other,Germany,Laptops,144,Facebook,9,0,0,0
13-10-2023 23:00,6944,55+,Other,Germany,Accessories,193,Google,5,0,0,0
26-11-2023 20:00,9674,45-54,Other,Germany,Smartphones,127,Google,3,0,0,0
22-12-2023 09:00,3477,25-34,Other,Australia,Smartphones,117,Google,9,1,0,0
6/2/2023 14:00,4093,18-24,Other,Canada,Accessories,113,Instagram,9,1,1,407
23-07-2023 15:00,9534,35-44,Other,Australia,Home Entertainment,154,Facebook,6,0,0,0
22-07-2023 11:00,8207,55+,Female,Germany,Accessories,158,Facebook,5,1,0,0
21-09-2023 19:00,7227,25-34,Female,Australia,Wearables,118,Twitter,1,0,0,0
24-12-2023 03:00,4535,18-24,Other,UK,Home Entertainment,199,Facebook,6,1,1,486
28-12-2023 20:00,8004,18-24,Male,USA,Wearables,140,Facebook,5,1,0,0
28-10-2023 08:00,3913,25-34,Male,France,Home Entertainment,111,Twitter,9,1,1,273
8/8/2023 20:00,3340,25-34,Other,Germany,Wearables,119,Google,7,0,0,0
27-03-2023 22:00,6289,25-34,Female,UK,Wearables,133,Google,3,1,0,0
3/1/2023 16:00,1597,25-34,Female,Australia,Laptops,135,Facebook,5,0,0,0
30-11-2023 14:00,9836,55+,Male,UK,Laptops,120,Facebook,6,1,0,0
18-04-2023 00:00,8145,18-24,Other,USA,Home Entertainment,155,Google,2,0,0,0
16-08-2023 15:00,3902,45-54,Female,USA,Smartphones,182,Google,7,0,0,0
26-03-2023 11:00,7645,25-34,Other,France,Home Entertainment,140,Google,9,1,0,0
23-04-2023 07:00,9955,35-44,Other,France,Laptops,140,Instagram,9,0,0,0
8/8/2023 2:00,8694,55+,Male,France,Smartphones,142,Instagram,5,1,1,449
23-08-2023 02:00,5830,25-34,Other,Canada,Wearables,198,Google,8,0,0,0
8/10/2023 16:00,8546,18-24,Other,Canada,Laptops,171,Facebook,9,0,0,0
17-01-2023 07:00,8368,45-54,Male,UK,Wearables,185,Facebook,6,1,0,0
3/9/2023 12:00,3160,25-34,Female,Australia,Smartphones,137,Google,4,0,0,0
29-05-2023 09:00,6878,55+,Other,USA,Home Entertainment,117,Instagram,4,0,0,0
15-09-2023 16:00,8663,18-24,Male,Germany,Accessories,107,Facebook,3,1,0,0
10/5/2023 3:00,4749,18-24,Female,USA,Smartphones,165,Google,9,1,0,0
19-09-2023 14:00,3922,55+,Other,Canada,Smartphones,119,Google,6,0,0,0
16-12-2023 16:00,7486,45-54,Female,UK,Accessories,168,Twitter,8,1,0,0
10/5/2023 8:00,9112,18-24,Male,Germany,Home Entertainment,156,Google,2,0,0,0
28-10-2023 15:00,9771,35-44,Other,France,Laptops,193,Google,4,1,0,0
13-04-2023 06:00,4804,18-24,Male,France,Laptops,117,Google,2,0,0,0
24-04-2023 19:00,5878,18-24,Male,Canada,Home Entertainment,159,Google,3,1,0,0
6/12/2023 18:00,3368,18-24,Other,UK,Home Entertainment,186,Google,2,0,0,0
30-07-2023 16:00,9093,18-24,Male,Australia,Wearables,101,Instagram,9,1,0,0
4/12/2023 22:00,4932,25-34,Female,USA,Accessories,141,Facebook,9,1,0,0
10/6/2023 0:00,6608,25-34,Male,Canada,Smartphones,163,Facebook,6,1,1,475
12/2/2023 20:00,7635,25-34,Other,Australia,Laptops,143,Google,7,1,0,0
4/11/2023 17:00,7395,35-44,Other,Australia,Home Entertainment,150,Google,5,0,0,0
21-01-2023 22:00,7101,25-34,Female,USA,Laptops,195,Twitter,1,0,0,0
15-10-2023 22:00,6531,25-34,Other,Germany,Laptops,164,Google,4,0,0,0
17-10-2023 02:00,5970,18-24,Male,USA,Laptops,164,Twitter,4,0,0,0
7/7/2023 0:00,7344,35-44,Male,Germany,Laptops,153,Facebook,8,0,0,0
9/1/2023 14:00,9408,25-34,Other,Australia,Wearables,194,Facebook,5,0,0,0
2/8/2023 22:00,1375,18-24,Female,UK,Smartphones,138,Google,3,1,0,0
7/9/2023 1:00,8887,35-44,Female,Canada,Accessories,107,Facebook,1,1,1,249
18-11-2023 17:00,2609,25-34,Other,USA,Accessories,166,Instagram,1,0,0,0
21-10-2023 03:00,3939,18-24,Male,UK,Wearables,175,Google,5,1,0,0
3/3/2023 20:00,5062,35-44,Other,UK,Laptops,197,Google,8,0,0,0
24-11-2023 10:00,2613,45-54,Other,USA,Smartphones,148,Instagram,9,1,0,0
5/2/2023 23:00,7578,55+,Female,France,Accessories,188,Facebook,2,0,0,0
27-04-2023 06:00,8851,25-34,Male,Australia,Accessories,135,Facebook,5,0,0,0
5/11/2023 16:00,4679,18-24,Female,France,Smartphones,106,Facebook,4,0,0,0
2/8/2023 4:00,8540,25-34,Female,Germany,Smartphones,114,Facebook,3,0,0,0
8/9/2023 19:00,8074,18-24,Male,UK,Smartphones,184,Google,8,0,0,0
15-03-2023 05:00,4996,55+,Male,Canada,Smartphones,124,Google,2,0,0,0
12/11/2023 14:00,5786,18-24,Male,Canada,Wearables,156,Instagram,2,1,0,0
23-09-2023 14:00,6695,55+,Other,UK,Laptops,137,Facebook,5,0,0,0
15-10-2023 04:00,7998,55+,Male,France,Laptops,136,Instagram,1,0,0,0
11/3/2023 22:00,3366,35-44,Other,Australia,Smartphones,115,Twitter,7,1,0,0
16-05-2023 02:00,7764,18-24,Female,UK,Home Entertainment,100,Google,9,0,0,0
13-07-2023 04:00,9976,25-34,Male,Germany,Wearables,146,Instagram,2,1,0,0
14-02-2023 03:00,2614,25-34,Other,UK,Laptops,151,Twitter,1,0,0,0
5/10/2023 20:00,5555,45-54,Other,USA,Smartphones,136,Instagram,9,1,0,0
12/5/2023 13:00,3416,25-34,Other,France,Accessories,144,Google,2,0,0,0
4/9/2023 11:00,8288,25-34,Other,USA,Laptops,113,Instagram,9,1,0,0
23-04-2023 05:00,7862,25-34,Female,USA,Accessories,156,Instagram,8,0,0,0
1/6/2023 3:00,4653,18-24,Male,UK,Accessories,133,Facebook,7,0,0,0
16-08-2023 02:00,7639,35-44,Male,Australia,Smartphones,165,Facebook,1,1,1,115
11/3/2023 7:00,1496,25-34,Male,UK,Laptops,130,Instagram,4,1,0,0
22-08-2023 00:00,1504,25-34,Male,Australia,Smartphones,182,Google,7,1,0,0
5/11/2023 0:00,8699,18-24,Male,Canada,Home Entertainment,182,Twitter,6,0,0,0
24-02-2023 10:00,6733,25-34,Male,Australia,Wearables,143,Twitter,1,0,0,0
10/10/2023 8:00,9055,25-34,Other,USA,Home Entertainment,122,Google,7,1,1,190
2/9/2023 8:00,4216,25-34,Male,UK,Smartphones,193,Instagram,2,1,0,0
10/11/2023 14:00,6688,18-24,Other,Canada,Laptops,180,Facebook,8,0,0,0
21-08-2023 07:00,5364,25-34,Female,USA,Accessories,165,Google,2,1,0,0
19-08-2023 10:00,7042,25-34,Other,Canada,Smartphones,110,Twitter,4,0,0,0
3/7/2023 21:00,2477,18-24,Female,France,Wearables,148,Google,6,0,0,0
6/6/2023 4:00,5960,25-34,Male,Germany,Accessories,177,Google,8,0,0,0
28-01-2023 15:00,3397,18-24,Female,USA,Home Entertainment,157,Instagram,3,0,0,0
25-03-2023 06:00,9301,55+,Female,UK,Smartphones,128,Google,6,0,0,0
30-11-2023 02:00,9841,25-34,Other,Australia,Accessories,182,Facebook,6,1,0,0
4/3/2023 7:00,7194,35-44,Other,France,Home Entertainment,191,Twitter,1,0,0,0
18-05-2023 16:00,8570,25-34,Female,Canada,Accessories,150,Facebook,6,1,1,224
6/6/2023 19:00,8730,35-44,Female,Germany,Laptops,100,Google,1,1,0,0
7/8/2023 0:00,2499,55+,Male,Australia,Smartphones,104,Google,9,0,0,0
19-03-2023 05:00,8235,45-54,Other,USA,Home Entertainment,133,Twitter,4,0,0,0
2/10/2023 9:00,1595,18-24,Female,Germany,Smartphones,177,Facebook,5,1,1,255
23-02-2023 19:00,1978,55+,Other,France,Home Entertainment,118,Facebook,1,0,0,0
30-05-2023 05:00,1730,18-24,Male,Germany,Laptops,187,Google,1,1,0,0
11/11/2023 18:00,1056,25-34,Male,USA,Wearables,139,Twitter,9,1,0,0
31-10-2023 08:00,3243,25-34,Female,France,Accessories,180,Facebook,6,1,0,0
10/3/2023 4:00,6879,55+,Male,Canada,Home Entertainment,165,Facebook,6,1,0,0
4/6/2023 0:00,2701,35-44,Female,USA,Laptops,194,Facebook,5,1,1,340
30-01-2023 02:00,8229,45-54,Other,Germany,Wearables,180,Instagram,6,0,0,0
17-07-2023 09:00,2286,55+,Other,USA,Smartphones,163,Google,8,1,1,340
5/2/2023 14:00,9303,35-44,Female,France,Laptops,171,Twitter,7,0,0,0
7/12/2023 4:00,1947,25-34,Female,Germany,Wearables,116,Google,7,1,1,294
1/9/2023 23:00,5121,25-34,Female,Canada,Smartphones,137,Google,9,1,0,0
5/11/2023 0:00,7553,25-34,Other,Australia,Accessories,189,Google,9,1,0,0
30-09-2023 00:00,1757,25-34,Other,UK,Laptops,142,Google,9,1,1,153
7/8/2023 17:00,6651,18-24,Male,Canada,Laptops,139,Facebook,1,1,0,0
4/8/2023 12:00,8273,18-24,Male,USA,Accessories,144,Google,6,1,0,0
13-03-2023 03:00,4535,25-34,Other,UK,Smartphones,139,Google,5,1,0,0
30-08-2023 07:00,3293,45-54,Other,Australia,Smartphones,170,Twitter,8,1,0,0
19-08-2023 15:00,2104,25-34,Female,Australia,Smartphones,187,Twitter,8,1,1,214
25-07-2023 11:00,9853,18-24,Other,France,Laptops,193,Google,8,0,0,0
27-05-2023 06:00,1908,35-44,Other,Australia,Smartphones,189,Google,5,1,1,236
9/1/2023 10:00,7539,55+,Male,Germany,Accessories,129,Google,1,1,0,0
25-06-2023 18:00,5617,35-44,Male,Germany,Accessories,134,Instagram,4,1,1,349
2/7/2023 21:00,8069,18-24,Female,France,Laptops,165,Google,7,1,0,0
7/4/2023 23:00,3311,25-34,Male,Australia,Accessories,143,Facebook,2,1,0,0
30-11-2023 12:00,1789,35-44,Female,USA,Accessories,103,Google,7,1,0,0
3/5/2023 3:00,1171,18-24,Other,Canada,Smartphones,163,Instagram,5,1,0,0
21-11-2023 01:00,8989,35-44,Other,UK,Wearables,104,Facebook,6,1,0,0
9/1/2023 5:00,2885,18-24,Female,France,Smartphones,147,Google,6,1,0,0
24-10-2023 21:00,9667,25-34,Male,Australia,Laptops,165,Google,5,1,1,114
22-03-2023 10:00,2049,35-44,Male,USA,Smartphones,194,Instagram,7,1,0,0
19-09-2023 23:00,5129,35-44,Other,USA,Accessories,126,Google,4,1,1,159
28-06-2023 10:00,2161,45-54,Male,UK,Laptops,123,Google,1,1,0,0
15-04-2023 15:00,1815,35-44,Female,France,Smartphones,155,Google,9,0,0,0
28-01-2023 11:00,4766,18-24,Other,Canada,Smartphones,144,Facebook,7,1,0,0
28-04-2023 03:00,9945,55+,Male,Canada,Smartphones,167,Facebook,9,1,0,0
23-10-2023 18:00,5661,35-44,Other,France,Accessories,127,Google,9,1,0,0
30-09-2023 18:00,9653,18-24,Other,Germany,Accessories,104,Facebook,7,0,0,0
24-03-2023 18:00,4239,35-44,Male,Australia,Smartphones,190,Facebook,2,0,0,0
14-12-2023 10:00,9272,25-34,Female,Canada,Smartphones,146,Facebook,2,1,0,0
2/5/2023 7:00,3804,25-34,Male,Germany,Accessories,104,Instagram,4,1,0,0
14-03-2023 06:00,9031,35-44,Male,France,Home Entertainment,104,Google,9,1,0,0
18-03-2023 19:00,1869,18-24,Male,Australia,Accessories,147,Facebook,7,0,0,0
28-12-2023 16:00,6526,55+,Male,USA,Accessories,172,Google,9,1,0,0
5/5/2023 0:00,8741,25-34,Male,France,Accessories,146,Facebook,4,1,1,178
23-03-2023 15:00,5694,25-34,Male,USA,Smartphones,161,Facebook,9,0,0,0
28-08-2023 23:00,9998,25-34,Female,France,Home Entertainment,126,Facebook,7,0,0,0
6/10/2023 22:00,2934,35-44,Other,Germany,Smartphones,103,Facebook,8,1,0,0
10/4/2023 9:00,6172,35-44,Female,Australia,Wearables,148,Google,1,0,0,0
17-07-2023 08:00,1703,25-34,Male,Germany,Home Entertainment,187,Facebook,9,1,0,0
17-03-2023 02:00,3523,25-34,Female,Australia,Laptops,190,Google,8,0,0,0
6/12/2023 19:00,3639,25-34,Other,France,Smartphones,164,Google,1,0,0,0
5/12/2023 8:00,7159,35-44,Female,USA,Accessories,195,Instagram,8,1,1,283
3/10/2023 16:00,4909,35-44,Male,France,Wearables,179,Google,5,0,0,0
19-08-2023 14:00,2164,45-54,Other,USA,Home Entertainment,186,Facebook,3,1,0,0
19-06-2023 05:00,1619,35-44,Male,Germany,Accessories,191,Google,8,1,0,0
11/1/2023 22:00,8982,18-24,Male,UK,Laptops,160,Google,3,1,1,391
19-09-2023 23:00,4066,18-24,Other,Canada,Laptops,119,Facebook,8,0,0,0
27-03-2023 09:00,5872,25-34,Other,Germany,Wearables,180,Google,5,1,0,0
14-08-2023 23:00,9638,18-24,Male,France,Wearables,199,Twitter,8,0,0,0
9/7/2023 12:00,3337,25-34,Female,France,Smartphones,107,Instagram,3,1,0,0
10/5/2023 12:00,9400,45-54,Other,USA,Accessories,181,Twitter,6,0,0,0
26-10-2023 06:00,6594,35-44,Female,Canada,Home Entertainment,112,Twitter,6,0,0,0
5/11/2023 8:00,3460,25-34,Female,Australia,Wearables,172,Instagram,4,0,0,0
13-05-2023 02:00,7820,25-34,Other,Germany,Smartphones,136,Instagram,5,1,0,0
4/4/2023 23:00,6546,18-24,Female,Canada,Smartphones,193,Facebook,7,1,1,430
18-02-2023 02:00,4442,18-24,Other,Canada,Laptops,142,Google,1,0,0,0
7/7/2023 11:00,3711,25-34,Other,Germany,Accessories,191,Instagram,8,1,1,384
20-09-2023 07:00,2291,35-44,Other,USA,Accessories,155,Google,3,0,0,0
16-09-2023 05:00,6374,45-54,Other,Australia,Smartphones,149,Facebook,7,1,0,0
10/3/2023 16:00,3655,25-34,Female,USA,Accessories,181,Instagram,9,1,0,0
19-08-2023 19:00,7513,18-24,Female,USA,Wearables,119,Facebook,2,1,0,0
24-06-2023 23:00,8394,25-34,Other,UK,Smartphones,147,Facebook,7,1,0,0
18-12-2023 21:00,1704,25-34,Other,Canada,Smartphones,199,Google,1,0,0,0
17-04-2023 13:00,1825,35-44,Other,UK,Wearables,118,Instagram,5,0,0,0
22-08-2023 00:00,1376,25-34,Other,USA,Accessories,168,Twitter,7,1,0,0
5/1/2023 2:00,1972,45-54,Male,Australia,Wearables,197,Facebook,5,0,0,0
2/4/2023 16:00,5213,18-24,Female,Germany,Accessories,116,Google,5,1,0,0
4/5/2023 9:00,1443,55+,Female,Canada,Laptops,127,Facebook,6,0,0,0
27-07-2023 05:00,8519,55+,Other,Germany,Home Entertainment,135,Google,6,1,0,0
4/7/2023 17:00,1754,18-24,Male,France,Wearables,137,Facebook,2,0,0,0
30-04-2023 13:00,5735,18-24,Male,Canada,Laptops,193,Google,9,1,1,387
9/2/2023 20:00,6396,35-44,Male,Germany,Home Entertainment,181,Facebook,3,0,0,0
15-12-2023 00:00,4465,35-44,Other,USA,Home Entertainment,169,Instagram,1,0,0,0
26-08-2023 11:00,3711,25-34,Male,UK,Laptops,125,Instagram,1,1,0,0
17-10-2023 08:00,3407,25-34,Other,Germany,Wearables,178,Twitter,9,0,0,0
7/7/2023 5:00,9814,35-44,Male,Australia,Smartphones,100,Google,6,0,0,0
24-07-2023 15:00,6588,35-44,Other,France,Smartphones,180,Twitter,7,1,0,0
16-06-2023 03:00,7104,18-24,Other,USA,Smartphones,194,Instagram,2,0,0,0
8/9/2023 15:00,6747,35-44,Female,France,Laptops,101,Instagram,1,0,0,0
20-02-2023 18:00,2723,35-44,Other,Australia,Accessories,135,Facebook,2,0,0,0
7/7/2023 8:00,8224,18-24,Male,Australia,Accessories,155,Facebook,3,1,1,158
17-07-2023 07:00,2919,25-34,Female,UK,Home Entertainment,134,Google,3,0,0,0
9/7/2023 19:00,1918,25-34,Male,France,Smartphones,126,Twitter,8,1,0,0
2/12/2023 10:00,5215,25-34,Other,Australia,Accessories,166,Google,4,1,1,448
24-05-2023 14:00,1581,25-34,Female,Germany,Accessories,155,Google,1,0,0,0
13-02-2023 13:00,4881,25-34,Other,Australia,Laptops,145,Google,2,0,0,0
15-10-2023 05:00,4909,25-34,Other,Australia,Accessories,119,Instagram,9,1,0,0
12/3/2023 13:00,2999,25-34,Male,Germany,Laptops,107,Instagram,2,0,0,0
24-05-2023 04:00,1400,18-24,Male,USA,Accessories,192,Google,9,1,1,74
3/9/2023 15:00,4648,18-24,Male,UK,Home Entertainment,171,Google,5,0,0,0
20-05-2023 18:00,6445,18-24,Female,UK,Wearables,190,Google,4,1,0,0
10/1/2023 9:00,3628,18-24,Male,Canada,Accessories,125,Instagram,4,0,0,0
23-07-2023 21:00,2656,18-24,Other,Canada,Smartphones,173,Google,3,1,0,0
20-10-2023 14:00,1620,18-24,Female,Germany,Home Entertainment,161,Google,2,1,0,0
22-08-2023 08:00,1246,35-44,Male,Australia,Accessories,193,Google,8,1,0,0
30-11-2023 04:00,6212,18-24,Male,France,Wearables,132,Twitter,6,1,1,293
17-11-2023 03:00,4339,25-34,Male,Australia,Smartphones,160,Google,9,0,0,0
13-07-2023 10:00,7758,25-34,Other,Australia,Wearables,199,Twitter,2,1,0,0
16-11-2023 23:00,8086,25-34,Male,France,Accessories,119,Facebook,1,1,1,90
9/12/2023 0:00,4010,45-54,Other,USA,Accessories,167,Google,8,1,0,0
2/11/2023 19:00,5719,25-34,Female,UK,Smartphones,186,Facebook,8,0,0,0
2/4/2023 21:00,3368,25-34,Male,Germany,Accessories,128,Facebook,5,0,0,0
14-02-2023 13:00,2839,25-34,Other,France,Smartphones,145,Google,2,0,0,0
24-05-2023 12:00,3903,25-34,Male,Canada,Smartphones,195,Instagram,5,1,0,0
14-02-2023 04:00,7205,35-44,Male,Germany,Laptops,136,Facebook,8,1,0,0
7/4/2023 23:00,5395,18-24,Female,USA,Smartphones,189,Twitter,4,0,0,0
23-05-2023 12:00,6767,25-34,Female,Germany,Smartphones,152,Facebook,2,1,0,0
13-01-2023 13:00,4691,35-44,Other,France,Accessories,104,Instagram,3,0,0,0
26-01-2023 06:00,8470,18-24,Other,USA,Wearables,187,Instagram,3,1,0,0
13-05-2023 02:00,4841,18-24,Other,Australia,Smartphones,165,Facebook,9,1,0,0
30-01-2023 03:00,5348,25-34,Female,Canada,Wearables,114,Instagram,3,0,0,0
1/8/2023 0:00,7621,25-34,Other,Canada,Laptops,145,Google,1,0,0,0
8/1/2023 22:00,2392,35-44,Female,France,Home Entertainment,156,Google,7,1,0,0
10/2/2023 20:00,7060,35-44,Female,USA,Smartphones,107,Facebook,1,1,0,0
4/5/2023 23:00,5255,18-24,Male,Canada,Smartphones,136,Instagram,6,1,0,0
12/9/2023 6:00,5300,25-34,Male,USA,Wearables,156,Facebook,4,0,0,0
19-02-2023 08:00,4338,55+,Other,Germany,Laptops,113,Facebook,7,1,1,320
19-05-2023 15:00,6487,25-34,Female,UK,Laptops,104,Google,7,1,0,0
22-05-2023 10:00,4514,18-24,Female,UK,Laptops,172,Google,7,0,0,0
13-12-2023 15:00,1759,25-34,Female,UK,Wearables,185,Facebook,6,0,0,0
17-03-2023 16:00,9621,25-34,Male,Canada,Smartphones,142,Google,7,0,0,0
1/9/2023 22:00,7793,18-24,Female,France,Accessories,148,Facebook,8,1,1,71
7/10/2023 13:00,3459,18-24,Other,UK,Laptops,143,Google,3,0,0,0
24-01-2023 17:00,6273,35-44,Other,Australia,Laptops,155,Google,5,0,0,0
15-08-2023 18:00,2718,25-34,Male,France,Laptops,147,Google,9,1,1,338
20-03-2023 23:00,6423,55+,Other,UK,Home Entertainment,129,Google,8,1,1,65
24-04-2023 21:00,2308,25-34,Female,Germany,Smartphones,132,Instagram,6,1,0,0
10/6/2023 23:00,2050,25-34,Female,UK,Laptops,136,Facebook,9,1,0,0
7/11/2023 15:00,6479,18-24,Other,France,Laptops,149,Google,5,0,0,0
17-06-2023 06:00,3249,25-34,Male,Canada,Accessories,106,Instagram,2,1,0,0
12/3/2023 6:00,3809,25-34,Female,Australia,Laptops,166,Google,9,0,0,0
6/5/2023 9:00,3921,25-34,Female,Germany,Accessories,142,Facebook,5,1,0,0
22-11-2023 06:00,5676,25-34,Male,France,Laptops,139,Facebook,8,1,0,0
7/1/2023 10:00,5041,18-24,Female,USA,Accessories,131,Twitter,8,0,0,0
28-02-2023 17:00,3417,45-54,Other,UK,Laptops,199,Google,4,1,1,124
2/2/2023 16:00,1532,55+,Other,Germany,Smartphones,154,Google,4,0,0,0
4/12/2023 8:00,9167,45-54,Male,Canada,Wearables,182,Google,1,1,0,0
12/11/2023 0:00,2469,45-54,Male,USA,Wearables,194,Facebook,5,0,0,0
2/11/2023 23:00,8292,25-34,Other,UK,Accessories,193,Google,9,1,1,389
28-10-2023 06:00,9961,25-34,Male,Germany,Laptops,188,Google,5,0,0,0
22-08-2023 04:00,8142,18-24,Other,Australia,Smartphones,176,Facebook,5,1,0,0
30-08-2023 17:00,7000,45-54,Male,France,Wearables,175,Google,6,0,0,0
27-04-2023 22:00,8081,18-24,Other,UK,Smartphones,108,Twitter,6,0,0,0
23-01-2023 09:00,5649,18-24,Female,Germany,Laptops,108,Facebook,8,1,0,0
7/9/2023 10:00,7931,25-34,Female,UK,Wearables,163,Facebook,1,0,0,0
18-03-2023 17:00,4424,18-24,Other,Australia,Accessories,144,Google,5,0,0,0
30-12-2023 04:00,2091,25-34,Female,Germany,Laptops,190,Google,9,0,0,0
18-10-2023 11:00,8849,35-44,Other,France,Wearables,160,Facebook,3,0,0,0
23-08-2023 09:00,5654,55+,Male,UK,Home Entertainment,194,Facebook,7,1,0,0
3/5/2023 22:00,1260,18-24,Female,Germany,Smartphones,169,Google,7,0,0,0
30-11-2023 00:00,6936,25-34,Female,USA,Smartphones,192,Instagram,3,0,0,0
19-07-2023 04:00,5370,35-44,Female,Canada,Laptops,193,Instagram,7,1,0,0
